Order,Time,Type,Size,Symbol,Price,End Time,End Price
125143687,2024.08.30 15:39:54,buy,1.00,xauusd,2521.60,2024.08.30 15:56:29,2519.50
125144110,2024.08.30 15:43:04,buy,1.00,eurjpy,161.169,2024.08.30 16:10:53,160.941
125144546,2024.08.30 15:44:41,sell,1.00,xauusd,2517.00,2024.08.30 15:45:30,2517.91
125144630,2024.08.30 15:44:54,sell,1.00,eurjpy,161.224,2024.08.30 15:54:16,161.161
125145123,2024.08.30 15:45:48,sell,1.00,xauusd,2518.36,2024.08.30 15:55:37,2519.19
125146405,2024.08.30 15:55:02,sell,1.00,eurjpy,161.203,2024.08.30 16:39:01,161.106
125146451,2024.08.30 15:55:38,sell,1.00,xauusd,2519.61,2024.08.30 16:10:41,2515.22
125146558,2024.08.30 15:56:35,buy,1.00,xauusd,2519.94,2024.08.30 15:57:31,2520.46
125146661,2024.08.30 15:57:31,buy,1.00,xauusd,2519.96,2024.08.30 16:00:00,2519.91
125147338,2024.08.30 16:00:10,buy,1.00,xauusd,2518.90,2024.08.30 16:10:41,2515.09
125148128,2024.08.30 16:04:38,buy,1.00,gbpusd,1.31369,2024.08.30 16:18:05,1.31387
125149234,2024.08.30 16:10:49,sell,1.00,xauusd,2514.83,2024.08.30 16:10:50,2514.53
125149260,2024.08.30 16:10:50,buy,1.00,xauusd,2514.54,2024.08.30 16:15:10,2514.48
125149304,2024.08.30 16:10:52,sell,1.00,xauusd,2514.15,2024.08.30 16:10:52,2514.39
125149321,2024.08.30 16:10:53,sell,1.00,xauusd,2515.15,2024.08.30 16:10:53,2515.13
125149337,2024.08.30 16:10:55,sell,1.00,xauusd,2515.99,2024.08.30 16:13:03,2515.99
125149350,2024.08.30 16:10:57,sell,1.00,gbpusd,1.31341,2024.08.30 17:48:28,1.31472
125149355,2024.08.30 16:10:57,sell,1.00,eurusd,1.10574,2024.08.30 16:48:36,1.10667
125149446,2024.08.30 16:11:33,sell,1.00,audusd,0.67773,,
125149482,2024.08.30 16:11:42,buy,1.00,usdcad,1.35050,,
125149501,2024.08.30 16:11:49,buy,1.00,eurjpy,160.973,2024.08.30 16:15:09,160.960
125149727,2024.08.30 16:13:08,sell,1.00,xauusd,2516.46,2024.08.30 16:31:29,2513.89
125150419,2024.08.30 16:15:13,buy,1.00,xauusd,2513.79,2024.08.30 16:30:00,2515.37
125150595,2024.08.30 16:16:03,buy,1.00,eurjpy,160.931,2024.08.30 16:33:01,161.029
125151012,2024.08.30 16:19:06,buy,1.00,gbpusd,1.31418,2024.08.30 17:45:11,1.31522
125152156,2024.08.30 16:30:00,buy,1.00,xauusd,2515.03,2024.08.30 16:30:44,2513.98
125152660,2024.08.30 16:30:52,buy,1.00,xauusd,2513.47,2024.08.30 17:04:16,2514.91
125152866,2024.08.30 16:31:35,sell,1.00,xauusd,2514.36,2024.08.30 16:33:01,2514.71
125153327,2024.08.30 16:33:21,sell,1.00,xauusd,2515.96,2024.08.30 16:48:36,2516.51
125153428,2024.08.30 16:33:50,buy,1.00,eurjpy,160.999,2024.08.30 16:47:56,161.136
125154260,2024.08.30 16:39:06,sell,1.00,eurjpy,161.134,2024.08.30 16:48:36,161.172
125155927,2024.08.30 16:48:14,buy,1.00,eurjpy,161.169,2024.08.30 16:58:26,161.272
125155997,2024.08.30 16:48:37,sell,1.00,eurjpy,161.200,2024.08.30 17:36:12,161.197
125156041,2024.08.30 16:48:48,sell,1.00,eurusd,1.10692,,
125156114,2024.08.30 16:49:04,sell,1.00,xauusd,2516.31,2024.08.30 16:59:02,2516.07
125159881,2024.08.30 16:59:44,sell,1.00,xauusd,2515.67,2024.08.30 17:04:55,2513.43
125160156,2024.08.30 17:00:01,buy,1.00,eurjpy,161.226,2024.08.30 17:00:15,161.204
125160712,2024.08.30 17:00:31,buy,1.00,eurjpy,161.241,2024.08.30 17:13:50,160.987
125161774,2024.08.30 17:04:23,buy,1.00,xauusd,2513.72,2024.08.30 17:08:26,2518.38
125162025,2024.08.30 17:05:07,sell,1.00,xauusd,2511.76,2024.08.30 17:06:28,2515.95
125162479,2024.08.30 17:06:31,sell,1.00,xauusd,2516.45,2024.08.30 17:08:07,2517.43
125162830,2024.08.30 17:08:12,sell,1.00,xauusd,2517.87,2024.08.30 17:18:00,2516.31
125162998,2024.08.30 17:09:02,buy,1.00,xauusd,2517.60,2024.08.30 17:28:57,2512.17
125164108,2024.08.30 17:14:12,buy,1.00,eurjpy,160.942,2024.08.30 17:16:29,160.971
125165259,2024.08.30 17:17:36,buy,1.00,eurjpy,161.001,2024.08.30 17:46:59,161.104
125165448,2024.08.30 17:18:13,sell,1.00,xauusd,2517.04,2024.08.30 17:30:26,2508.38
125168906,2024.08.30 17:28:57,buy,1.00,xauusd,2511.76,2024.08.30 17:29:08,2510.89
125169099,2024.08.30 17:29:12,buy,1.00,xauusd,2511.34,2024.08.30 17:31:10,2509.88
125169805,2024.08.30 17:30:26,sell,1.00,xauusd,2508.77,2024.08.30 17:37:34,2507.98
125170104,2024.08.30 17:31:11,buy,1.00,xauusd,2509.40,2024.08.30 17:31:26,2509.62
125170204,2024.08.30 17:31:33,buy,1.00,xauusd,2510.06,2024.08.30 17:31:39,2510.03
125170247,2024.08.30 17:31:42,buy,1.00,xauusd,2509.38,2024.08.30 17:32:41,2511.26
125170629,2024.08.30 17:32:47,buy,1.00,xauusd,2510.76,2024.08.30 17:33:01,2510.42
125170889,2024.08.30 17:33:36,buy,1.00,xauusd,2509.92,2024.08.30 17:34:56,2509.59
125171322,2024.08.30 17:34:57,buy,1.00,xauusd,2509.17,2024.08.30 17:36:04,2510.08
125171742,2024.08.30 17:36:07,buy,1.00,xauusd,2509.59,2024.08.30 17:36:33,2507.98
125171890,2024.08.30 17:36:24,sell,1.00,eurjpy,161.184,2024.08.30 17:48:39,161.196
125171985,2024.08.30 17:36:34,buy,1.00,xauusd,2507.45,2024.08.30 17:39:02,2509.56
125172395,2024.08.30 17:37:36,sell,1.00,xauusd,2508.48,2024.08.30 17:42:39,2510.62
125172896,2024.08.30 17:39:15,buy,1.00,xauusd,2509.98,2024.08.30 17:40:12,2510.08
125173223,2024.08.30 17:40:17,buy,1.00,xauusd,2510.48,2024.08.30 17:50:04,2513.58
125174198,2024.08.30 17:43:16,sell,1.00,xauusd,2511.07,2024.08.30 17:48:28,2511.98
125175014,2024.08.30 17:45:12,buy,1.00,gbpusd,1.31499,2024.08.30 18:20:08,1.31344
125175460,2024.08.30 17:47:02,buy,1.00,eurjpy,161.074,2024.08.30 17:47:09,161.106
125175527,2024.08.30 17:47:17,buy,1.00,eurjpy,161.078,2024.08.30 17:48:28,161.225
125175788,2024.08.30 17:48:38,sell,1.00,gbpusd,1.31502,,
125175794,2024.08.30 17:48:39,buy,1.00,eurjpy,161.195,2024.08.30 17:51:25,161.256
125175798,2024.08.30 17:48:40,sell,1.00,eurjpy,161.226,2024.08.30 17:54:05,161.145
125175990,2024.08.30 17:49:32,sell,1.00,xauusd,2513.33,2024.08.30 18:05:25,2505.17
125176161,2024.08.30 17:50:09,buy,1.00,xauusd,2513.99,2024.08.30 17:55:00,2512.69
125176472,2024.08.30 17:51:28,buy,1.00,eurjpy,161.233,2024.08.30 18:13:24,161.249
125177070,2024.08.30 17:54:37,sell,1.00,eurjpy,161.171,2024.08.30 17:57:37,161.216
125177253,2024.08.30 17:55:22,buy,1.00,xauusd,2513.20,2024.08.30 17:57:13,2511.36
125177793,2024.08.30 17:57:38,buy,1.00,xauusd,2510.86,2024.08.30 17:59:22,2509.25
125177881,2024.08.30 17:57:50,sell,1.00,eurjpy,161.185,2024.08.30 18:09:36,161.317
125178468,2024.08.30 18:00:00,buy,1.00,xauusd,2508.85,2024.08.30 18:05:01,2507.11
125179783,2024.08.30 18:05:05,buy,1.00,xauusd,2505.63,2024.08.30 18:06:29,2504.23
125179897,2024.08.30 18:05:26,sell,1.00,xauusd,2505.66,2024.08.30 18:24:21,2505.68
125180213,2024.08.30 18:06:30,buy,1.00,xauusd,2503.86,2024.08.30 18:08:10,2505.59
125180656,2024.08.30 18:08:12,buy,1.00,xauusd,2505.12,2024.08.30 18:18:37,2504.44
125181402,2024.08.30 18:11:19,sell,1.00,eurjpy,161.287,2024.08.30 18:46:10,161.260
125182140,2024.08.30 18:14:21,buy,1.00,eurjpy,161.220,2024.08.30 18:34:19,161.337
125183506,2024.08.30 18:19:12,buy,1.00,xauusd,2505.01,2024.08.30 18:28:58,2505.03
125184593,2024.08.30 18:24:36,sell,1.00,xauusd,2505.27,2024.08.30 18:28:08,2505.21
125184958,2024.08.30 18:26:10,buy,1.00,gbpusd,1.31374,,
125185462,2024.08.30 18:28:24,sell,1.00,xauusd,2504.79,2024.08.30 20:09:17,2497.55
125185680,2024.08.30 18:29:20,buy,1.00,xauusd,2505.24,2024.08.30 18:31:45,2502.89
125186619,2024.08.30 18:31:52,buy,1.00,xauusd,2502.63,2024.08.30 18:32:16,2502.50
125186783,2024.08.30 18:32:19,buy,1.00,xauusd,2502.90,2024.08.30 18:32:47,2502.96
125186986,2024.08.30 18:33:00,buy,1.00,xauusd,2503.53,2024.08.30 18:37:29,2504.59
125187340,2024.08.30 18:34:27,buy,1.00,eurjpy,161.308,2024.08.30 19:28:02,161.376
125187958,2024.08.30 18:37:37,buy,1.00,xauusd,2504.10,2024.08.30 18:45:59,2505.14
125189719,2024.08.30 18:46:01,buy,1.00,xauusd,2504.50,2024.08.30 18:46:24,2504.65
125189783,2024.08.30 18:46:19,sell,1.00,eurjpy,161.290,2024.08.30 20:03:03,161.602
125189907,2024.08.30 18:46:44,buy,1.00,xauusd,2503.84,2024.08.30 18:49:55,2502.90
125190779,2024.08.30 18:49:55,buy,1.00,xauusd,2502.33,2024.08.30 18:51:31,2502.11
125191144,2024.08.30 18:51:31,buy,1.00,xauusd,2501.61,2024.08.30 18:52:44,2501.85
125191582,2024.08.30 18:53:03,buy,1.00,xauusd,2502.29,2024.08.30 18:54:04,2502.12
125191862,2024.08.30 18:54:21,buy,1.00,xauusd,2502.53,2024.08.30 18:59:56,2503.20
125193186,2024.08.30 19:00:02,buy,1.00,xauusd,2502.19,2024.08.30 19:09:51,2503.43
125195275,2024.08.30 19:10:42,buy,1.00,xauusd,2503.88,2024.08.30 19:17:10,2505.18
125196499,2024.08.30 19:17:21,buy,1.00,xauusd,2504.39,2024.08.30 19:25:07,2502.85
125198063,2024.08.30 19:25:14,buy,1.00,xauusd,2502.37,2024.08.30 19:40:33,2499.09
125199754,2024.08.30 19:31:04,buy,1.00,eurjpy,161.392,,
125201810,2024.08.30 19:40:38,buy,1.00,xauusd,2498.59,2024.08.30 19:54:26,2499.70
125203762,2024.08.30 19:54:29,buy,1.00,xauusd,2500.12,2024.08.30 20:00:08,2496.98
125204900,2024.08.30 20:00:11,buy,1.00,xauusd,2496.47,2024.08.30 20:01:29,2495.88
125205124,2024.08.30 20:01:30,buy,1.00,xauusd,2496.63,2024.08.30 20:29:06,2494.95
125205391,2024.08.30 20:03:04,sell,1.00,eurjpy,161.631,,
125206184,2024.08.30 20:09:49,sell,1.00,xauusd,2498.05,2024.08.30 20:14:42,2497.42
125206846,2024.08.30 20:15:04,sell,1.00,xauusd,2497.02,2024.08.30 21:27:14,2503.72
125208426,2024.08.30 20:29:07,buy,1.00,xauusd,2494.43,2024.08.30 21:40:36,2504.26
125217978,2024.08.30 21:29:41,sell,1.00,xauusd,2503.26,,
125219195,2024.08.30 21:40:36,buy,1.00,xauusd,2503.76,2024.08.30 22:14:05,2498.99
125221379,2024.08.30 21:58:56,sell,1.00,usdcad,1.34879,,
125223322,2024.08.30 22:14:07,buy,1.00,xauusd,2498.52,,
