Order,Time,Type,Size,Symbol,Price,End Time,End Price,frame_pos
126888331,2024-09-17 17:10:20,sell,1.00,xauusd,2578.96,2024-09-17 17:16:35,2581.59,4336847
126888341,2024-09-17 17:10:23,sell,1.00,eurjpy,157.505,2024-09-17 17:20:12,157.611,4336928
126888360,2024-09-17 17:10:32,sell,1.00,usdjpy,141.641,2024-09-17 17:14:28,141.712,4337214
126888489,2024-09-17 17:11:16,buy,1.00,usdjpy,141.665,2024-09-17 17:50:35,141.850,4338522
126889123,2024-09-17 17:13:34,buy,1.00,eurjpy,157.667,2024-09-17 17:31:49,157.727,4342655
126889655,2024-09-17 17:15:49,sell,1.00,usdjpy,141.683,2024-09-17 17:20:12,141.663,4346700
126889971,2024-09-17 17:17:02,sell,1.00,xauusd,2582.09,2024-09-17 17:58:06,2575.18,4348909
126890510,2024-09-17 17:20:25,sell,1.00,eurjpy,157.585,2024-09-17 17:22:15,157.561,4354997
126890571,2024-09-17 17:20:44,sell,1.00,usdjpy,141.630,2024-09-17 17:22:15,141.650,4355582
126890875,2024-09-17 17:22:24,sell,1.00,usdjpy,141.681,2024-09-17 17:30:31,141.704,4358570
126890965,2024-09-17 17:23:00,sell,1.00,eurjpy,157.546,2024-09-17 17:24:14,157.552,4359652
126891611,2024-09-17 17:26:07,sell,1.00,eurjpy,157.582,2024-09-17 17:30:31,157.628,4365264
126891958,2024-09-17 17:27:34,buy,1.00,xauusd,2578.41,2024-09-17 17:37:48,2576.08,4367855
126892757,2024-09-17 17:30:44,sell,1.00,eurjpy,157.658,2024-09-17 17:40:31,157.708,4373545
126892829,2024-09-17 17:31:02,sell,1.00,usdjpy,141.770,2024-09-17 17:40:31,141.747,4374119
126893014,2024-09-17 17:31:53,buy,1.00,eurjpy,157.698,2024-09-17 17:32:25,157.699,4375640
126893220,2024-09-17 17:32:58,buy,1.00,eurjpy,157.730,2024-09-17 17:50:35,157.814,4377600
126894694,2024-09-17 17:38:14,buy,1.00,xauusd,2575.58,2024-09-17 18:18:57,2574.30,4387081
126895772,2024-09-17 17:40:32,sell,1.00,usdjpy,141.770,2024-09-17 17:52:36,141.868,4391193
126895788,2024-09-17 17:40:35,sell,1.00,eurjpy,157.738,2024-09-17 18:05:10,157.522,4391297
126898792,2024-09-17 17:50:37,buy,1.00,eurjpy,157.784,2024-09-17 17:50:49,157.781,4409336
126898838,2024-09-17 17:50:51,buy,1.00,eurjpy,157.753,2024-09-17 18:22:17,157.604,4409765
126898851,2024-09-17 17:50:56,buy,1.00,usdjpy,141.785,2024-09-17 18:12:15,141.682,4409928
126899290,2024-09-17 17:52:39,sell,1.00,usdjpy,141.893,2024-09-17 20:19:29,141.842,4413009
126900495,2024-09-17 17:58:06,sell,1.00,xauusd,2575.64,2024-09-17 18:03:29,2576.83,4422834
126901933,2024-09-17 18:03:48,sell,1.00,xauusd,2576.43,2024-09-17 19:06:12,2563.19,4433090
126902380,2024-09-17 18:06:32,sell,1.00,eurjpy,157.549,2024-09-17 20:29:46,157.741,4438008
126903106,2024-09-17 18:12:30,buy,1.00,usdjpy,141.637,2024-09-17 18:22:17,141.744,4448757
126904092,2024-09-17 18:19:19,buy,1.00,xauusd,2572.85,2024-09-17 18:19:52,2572.55,4461047
126904265,2024-09-17 18:20:08,buy,1.00,xauusd,2571.35,2024-09-17 18:25:30,2571.89,4462459
126904565,2024-09-17 18:22:17,buy,1.00,eurjpy,157.577,2024-09-17 20:13:29,157.688,4466375
126904655,2024-09-17 18:23:07,buy,1.00,usdjpy,141.698,2024-09-17 18:57:03,141.776,4467848
126905015,2024-09-17 18:25:33,buy,1.00,xauusd,2571.40,2024-09-17 18:26:07,2570.85,4472250
126905095,2024-09-17 18:26:08,buy,1.00,xauusd,2570.41,2024-09-17 18:26:58,2571.47,4473284
126905262,2024-09-17 18:27:15,buy,1.00,xauusd,2570.88,2024-09-17 18:28:01,2571.10,4475302
126905364,2024-09-17 18:28:13,buy,1.00,xauusd,2570.60,2024-09-17 18:29:13,2569.78,4477045
126905606,2024-09-17 18:29:40,buy,1.00,xauusd,2569.30,2024-09-17 18:31:14,2568.52,4479662
126906252,2024-09-17 18:31:49,buy,1.00,xauusd,2567.58,2024-09-17 18:31:54,2567.71,4483495
126906322,2024-09-17 18:32:02,buy,1.00,xauusd,2566.79,2024-09-17 18:32:18,2566.19,4483931
126906389,2024-09-17 18:32:18,buy,1.00,xauusd,2565.72,2024-09-17 18:32:38,2565.78,4484406
126906467,2024-09-17 18:32:43,buy,1.00,xauusd,2565.34,2024-09-17 18:33:19,2564.84,4485140
126906647,2024-09-17 18:33:26,buy,1.00,xauusd,2564.35,2024-09-17 18:34:01,2564.31,4486428
126906797,2024-09-17 18:34:06,buy,1.00,xauusd,2563.59,2024-09-17 18:34:39,2565.52,4487628
126907025,2024-09-17 18:35:02,buy,1.00,xauusd,2565.99,2024-09-17 18:38:11,2565.21,4489283
126907574,2024-09-17 18:38:32,buy,1.00,xauusd,2564.61,2024-09-17 18:39:23,2564.77,4495588
126907696,2024-09-17 18:39:35,buy,1.00,xauusd,2565.27,2024-09-17 18:40:58,2564.27,4497497
126907946,2024-09-17 18:41:06,buy,1.00,xauusd,2563.52,2024-09-17 18:41:28,2562.93,4500228
126908105,2024-09-17 18:41:39,buy,1.00,xauusd,2562.08,2024-09-17 18:45:58,2565.03,4501190
126909025,2024-09-17 18:46:08,buy,1.00,xauusd,2565.46,2024-09-17 18:47:19,2566.24,4509290
126909163,2024-09-17 18:47:34,buy,1.00,xauusd,2566.83,2024-09-17 18:51:29,2567.10,4511871
126909538,2024-09-17 18:51:30,buy,1.00,xauusd,2566.66,2024-09-17 18:59:01,2565.84,4518947
126910189,2024-09-17 18:58:46,buy,1.00,usdjpy,141.751,2024-09-17 19:35:09,141.953,4532025
126910542,2024-09-17 19:00:05,buy,1.00,xauusd,2565.17,2024-09-17 19:00:52,2564.88,4534386
126910667,2024-09-17 19:00:55,buy,1.00,xauusd,2564.35,2024-09-17 19:01:35,2564.23,4535910
126910769,2024-09-17 19:01:36,buy,1.00,xauusd,2563.74,2024-09-17 19:03:20,2563.76,4537117
126910966,2024-09-17 19:03:42,buy,1.00,xauusd,2563.29,2024-09-17 19:14:00,2564.07,4540924
126911222,2024-09-17 19:06:21,sell,1.00,xauusd,2563.90,2024-09-17 19:23:46,2563.00,4545678
126911882,2024-09-17 19:14:17,buy,1.00,xauusd,2564.48,2024-09-17 21:45:24,2571.57,4559969
126912989,2024-09-17 19:24:02,sell,1.00,xauusd,2562.59,2024-09-17 20:56:39,2568.86,4577488
126914188,2024-09-17 19:35:34,buy,1.00,usdjpy,141.969,2024-09-17 20:13:29,141.880,4598271
126917864,2024-09-17 20:14:22,buy,1.00,usdjpy,141.856,2024-09-17 23:14:46,142.283,4668108
126917877,2024-09-17 20:14:28,buy,1.00,eurjpy,157.661,2024-09-18 02:25:19,157.916,4668290
126918945,2024-09-17 20:22:13,sell,1.00,usdjpy,141.865,2024-09-17 20:29:46,141.900,4682255
126919734,2024-09-17 20:29:52,sell,1.00,eurjpy,157.771,2024-09-17 22:49:59,158.095,4696009
126919973,2024-09-17 20:31:11,sell,1.00,usdjpy,141.972,2024-09-17 22:50:00,142.226,4698376
126922637,2024-09-17 20:56:40,sell,1.00,xauusd,2569.52,2024-09-17 21:00:15,2569.72,4744232
126923041,2024-09-17 21:00:26,sell,1.00,xauusd,2570.34,2024-09-17 21:06:13,2569.17,4751033
126923725,2024-09-17 21:06:26,sell,1.00,xauusd,2569.66,2024-09-17 21:08:19,2569.93,4761828
126924245,2024-09-17 21:11:13,sell,1.00,xauusd,2570.41,2024-09-17 21:22:34,2569.38,4770440
126925157,2024-09-17 21:22:53,sell,1.00,xauusd,2569.84,2024-09-17 21:38:43,2570.75,4791440
126926451,2024-09-17 21:42:06,sell,1.00,xauusd,2571.52,2024-09-17 21:50:59,2569.84,4826028
126926867,2024-09-17 21:45:25,buy,1.00,xauusd,2570.96,2024-09-17 22:18:21,2571.18,4831997
126927657,2024-09-17 21:53:50,sell,1.00,xauusd,2569.44,2024-09-17 22:34:56,2567.06,4847147
126929568,2024-09-17 22:18:22,buy,1.00,xauusd,2570.73,2024-09-18 04:00:02,2573.01,4891294
126931206,2024-09-17 22:35:09,sell,1.00,xauusd,2567.60,2024-09-18 03:02:13,2574.29,4921526
126932416,2024-09-17 22:52:17,sell,1.00,usdjpy,142.198,2024-09-17 23:06:08,142.274,4952343
126932417,2024-09-17 22:52:17,sell,1.00,eurjpy,158.057,2024-09-17 23:06:08,158.149,4952356
126933693,2024-09-17 23:07:03,sell,1.00,eurjpy,158.179,2024-09-18 02:41:46,157.860,4978924
126933696,2024-09-17 23:07:06,sell,1.00,usdjpy,142.300,2024-09-17 23:39:53,142.385,4979028
126934259,2024-09-17 23:23:32,buy,1.00,usdjpy,142.215,2024-09-18 02:25:19,142.013,5008604
126934779,2024-09-17 23:40:22,sell,1.00,usdjpy,142.402,2024-09-17 23:40:54,142.410,5038903
126934836,2024-09-17 23:43:43,sell,1.00,usdjpy,142.435,2024-09-18 02:41:46,141.918,5044940
126943711,2024-09-18 02:25:29,buy,1.00,usdjpy,141.988,2024-09-18 02:29:35,141.991,5335778
126944346,2024-09-18 02:30:09,buy,1.00,usdjpy,142.005,2024-09-18 02:38:21,141.949,5344159
126944366,2024-09-18 02:30:21,buy,1.00,eurjpy,157.946,2024-09-18 02:30:39,157.946,5344509
126944413,2024-09-18 02:30:56,buy,1.00,eurjpy,157.918,2024-09-18 02:38:21,157.873,5345600
126944946,2024-09-18 02:38:23,buy,1.00,usdjpy,141.922,2024-09-18 03:02:13,141.977,5358993
126944980,2024-09-18 02:39:05,buy,1.00,eurjpy,157.852,2024-09-18 03:02:13,157.896,5360263
126945192,2024-09-18 02:41:56,sell,1.00,usdjpy,141.943,2024-09-18 02:51:28,141.984,5365390
126945772,2024-09-18 02:49:26,sell,1.00,eurjpy,157.889,2024-09-18 02:51:28,157.917,5378896
126946247,2024-09-18 02:55:39,sell,1.00,eurjpy,157.946,2024-09-18 03:18:10,157.744,5390091
126946305,2024-09-18 02:56:26,sell,1.00,usdjpy,142.009,2024-09-18 04:07:38,141.642,5391494
126946745,2024-09-18 03:02:17,buy,1.00,usdjpy,141.944,2024-09-18 04:00:03,141.646,5402016
126946769,2024-09-18 03:02:18,buy,1.00,eurjpy,157.823,2024-09-18 04:04:29,157.580,5402051
126946799,2024-09-18 03:02:31,sell,1.00,xauusd,2574.77,2024-09-20 03:50:55,2572.26,5402440
126948186,2024-09-18 03:20:17,sell,1.00,eurjpy,157.816,2024-09-18 03:39:33,157.704,5434412
126949730,2024-09-18 03:41:13,sell,1.00,eurjpy,157.734,2024-09-18 03:50:01,157.758,5472122
126950304,2024-09-18 03:50:04,sell,1.00,eurjpy,157.787,2024-09-18 04:06:58,157.581,5488005
126951045,2024-09-18 04:00:11,buy,1.00,usdjpy,141.605,2024-09-18 04:04:24,141.614,5506240
126951086,2024-09-18 04:00:35,buy,1.00,xauusd,2573.34,2024-09-18 04:05:02,2574.63,5506943
126951699,2024-09-18 04:04:30,buy,1.00,usdjpy,141.589,2024-09-18 04:05:50,141.638,5514004
126951873,2024-09-18 04:05:39,buy,1.00,xauusd,2572.76,2024-09-18 05:03:58,2572.44,5516083
126951885,2024-09-18 04:05:47,buy,1.00,eurjpy,157.610,2024-09-18 04:05:50,157.607,5516316
126951921,2024-09-18 04:06:07,buy,1.00,eurjpy,157.577,2024-09-18 04:14:08,157.671,5516926
126952004,2024-09-18 04:07:07,buy,1.00,usdjpy,141.655,2024-09-18 04:21:43,141.667,5518685
126952024,2024-09-18 04:07:24,sell,1.00,eurjpy,157.611,2024-09-18 04:07:38,157.612,5519238
126952045,2024-09-18 04:07:52,sell,1.00,usdjpy,141.663,2024-09-18 04:18:23,141.695,5520076
126952071,2024-09-18 04:08:01,sell,1.00,eurjpy,157.641,2024-09-18 04:18:25,157.669,5520340
126952761,2024-09-18 04:15:05,buy,1.00,eurjpy,157.695,2024-09-18 04:15:58,157.698,5533047
126952833,2024-09-18 04:18:24,buy,1.00,eurjpy,157.667,2024-09-18 04:21:43,157.686,5539049
126952846,2024-09-18 04:18:32,sell,1.00,usdjpy,141.725,2024-09-18 05:05:21,141.555,5539266
126952916,2024-09-18 04:20:10,sell,1.00,eurjpy,157.700,2024-09-18 05:10:50,157.522,5542206
126953224,2024-09-18 04:23:03,buy,1.00,eurjpy,157.650,2024-09-18 04:36:16,157.652,5547410
126953225,2024-09-18 04:23:03,buy,1.00,usdjpy,141.645,2024-09-18 04:41:24,141.664,5547419
126954455,2024-09-18 04:36:23,buy,1.00,eurjpy,157.622,2024-09-18 04:38:42,157.683,5571397
126954887,2024-09-18 04:41:47,buy,1.00,usdjpy,141.639,2024-09-18 04:56:08,141.524,5581102
126954888,2024-09-18 04:41:47,buy,1.00,eurjpy,157.616,2024-09-18 04:44:11,157.614,5581134
126955236,2024-09-18 04:45:12,buy,1.00,eurjpy,157.560,2024-09-18 04:54:08,157.540,5587266
126956231,2024-09-18 04:54:34,buy,1.00,eurjpy,157.571,2024-09-18 04:56:08,157.485,5604114
126956462,2024-09-18 04:56:08,buy,1.00,eurjpy,157.462,2024-09-18 05:22:02,157.478,5606956
126956463,2024-09-18 04:56:08,buy,1.00,usdjpy,141.501,2024-09-18 05:37:32,141.455,5606956
126957472,2024-09-18 05:04:00,buy,1.00,xauusd,2571.93,2024-09-18 05:58:54,2573.52,5621104
126957907,2024-09-18 05:06:50,sell,1.00,usdjpy,141.600,2024-09-18 05:10:50,141.570,5626191
126958327,2024-09-18 05:12:31,sell,1.00,usdjpy,141.595,2024-09-18 05:59:06,141.466,5636437
126958403,2024-09-18 05:13:27,sell,1.00,eurjpy,157.550,2024-09-18 05:59:06,157.408,5638135
126959353,2024-09-18 05:23:50,buy,1.00,eurjpy,157.450,2024-09-18 05:24:32,157.473,5656816
126959442,2024-09-18 05:24:44,buy,1.00,eurjpy,157.446,2024-09-18 05:25:21,157.469,5658425
126959916,2024-09-18 05:29:22,buy,1.00,eurjpy,157.499,2024-09-18 05:37:32,157.387,5666758
126961078,2024-09-18 05:37:33,buy,1.00,usdjpy,141.430,2024-09-18 05:51:55,141.417,5681485
126961539,2024-09-18 05:41:03,buy,1.00,eurjpy,157.343,2024-09-18 05:51:55,157.346,5687816
126963088,2024-09-18 05:52:40,buy,1.00,eurjpy,157.378,2024-09-18 06:20:44,157.343,5708695
126963120,2024-09-18 05:52:52,buy,1.00,usdjpy,141.445,2024-09-18 06:25:25,141.407,5709040
126963827,2024-09-18 05:59:06,sell,1.00,usdjpy,141.488,2024-09-18 07:55:41,141.256,5720287
126963887,2024-09-18 05:59:39,sell,1.00,eurjpy,157.436,2024-09-18 06:18:19,157.330,5721272
126964027,2024-09-18 06:00:01,buy,1.00,xauusd,2573.95,2024-09-18 06:15:33,2573.59,5721950
126966269,2024-09-18 06:16:20,buy,1.00,xauusd,2574.03,2024-09-18 06:22:29,2573.93,5751325
126966475,2024-09-18 06:19:05,sell,1.00,eurjpy,157.360,2024-09-18 07:55:41,157.098,5756232
126966888,2024-09-18 06:22:54,buy,1.00,xauusd,2574.33,2024-09-18 07:08:52,2575.39,5763117
126967321,2024-09-18 06:26:21,buy,1.00,eurjpy,157.316,2024-09-18 07:37:49,157.272,5769323
126967324,2024-09-18 06:26:21,buy,1.00,usdjpy,141.383,2024-09-18 07:50:33,141.371,5769333
126972663,2024-09-18 07:09:37,buy,1.00,xauusd,2574.90,2024-09-18 07:17:16,2574.40,5847194
126973493,2024-09-18 07:17:35,buy,1.00,xauusd,2574.00,2024-09-18 07:33:55,2572.57,5861566
126975504,2024-09-18 07:33:59,buy,1.00,xauusd,2572.10,2024-09-18 09:42:26,2569.95,5891092
126976031,2024-09-18 07:38:15,buy,1.00,eurjpy,157.243,2024-09-18 07:49:19,157.276,5898743
126977736,2024-09-18 07:51:18,buy,1.00,usdjpy,141.340,2024-09-18 09:19:12,141.648,5922256
126977737,2024-09-18 07:51:18,buy,1.00,eurjpy,157.211,2024-09-18 08:59:02,157.384,5922256
126978858,2024-09-18 07:57:16,sell,1.00,eurjpy,157.067,2024-09-18 08:58:22,157.348,5932982
126978881,2024-09-18 07:57:22,sell,1.00,usdjpy,141.226,2024-09-18 08:58:22,141.497,5933166
126987966,2024-09-18 08:58:44,sell,1.00,eurjpy,157.378,2024-09-18 09:06:27,157.430,6043617
126988353,2024-09-18 09:00:03,buy,1.00,eurjpy,157.414,2024-09-18 09:04:11,157.345,6045959
126988385,2024-09-18 09:00:03,sell,1.00,usdjpy,141.520,2024-09-18 09:38:57,141.549,6045987
126988919,2024-09-18 09:02:29,buy,1.00,gbpusd,1.31723,2024-09-18 09:03:12,1.31764,6050356
126989300,2024-09-18 09:04:27,buy,1.00,eurjpy,157.358,2024-09-18 09:19:12,157.546,6053895
126990223,2024-09-18 09:09:04,sell,1.00,eurjpy,157.456,2024-09-18 09:12:30,157.558,6062223
126990328,2024-09-18 09:09:36,buy,1.00,gbpusd,1.31738,2024-09-18 21:00:34,1.32669,6063184
126991203,2024-09-18 09:13:54,sell,1.00,eurjpy,157.587,2024-09-18 09:16:19,157.563,6070910
126992137,2024-09-18 09:18:02,sell,1.00,eurjpy,157.549,2024-09-18 09:47:01,157.515,6078358
126992367,2024-09-18 09:19:27,buy,1.00,usdjpy,141.609,2024-09-18 13:52:02,141.594,6080895
126992423,2024-09-18 09:19:47,buy,1.00,eurjpy,157.508,2024-09-18 09:24:32,157.472,6081531
126993381,2024-09-18 09:26:06,buy,1.00,eurjpy,157.442,2024-09-18 09:38:43,157.443,6092865
126995122,2024-09-18 09:39:02,sell,1.00,usdjpy,141.574,2024-09-18 10:23:17,141.686,6116135
126995159,2024-09-18 09:39:16,buy,1.00,eurjpy,157.478,2024-09-18 12:19:56,157.733,6116595
126995723,2024-09-18 09:42:59,buy,1.00,xauusd,2569.46,2024-09-18 09:48:24,2568.88,6123272
126997046,2024-09-18 09:50:23,buy,1.00,xauusd,2569.28,2024-09-18 12:02:39,2569.12,6136593
126997092,2024-09-18 09:50:34,sell,1.00,eurjpy,157.484,2024-09-18 10:07:01,157.555,6136933
127000769,2024-09-18 10:08:01,sell,1.00,eurjpy,157.585,2024-09-18 10:23:17,157.654,6168302
127004216,2024-09-18 10:24:21,sell,1.00,usdjpy,141.710,2024-09-18 10:57:05,141.811,6197733
127004236,2024-09-18 10:24:28,sell,1.00,eurjpy,157.687,2024-09-18 10:35:51,157.694,6197916
127006529,2024-09-18 10:36:40,sell,1.00,eurjpy,157.724,2024-09-18 11:02:22,157.881,6219887
127009894,2024-09-18 10:57:18,sell,1.00,usdjpy,141.911,2024-09-18 12:51:55,141.598,6257017
127011803,2024-09-18 11:02:40,sell,1.00,eurjpy,157.911,2024-09-18 11:09:05,157.946,6266674
127013354,2024-09-18 11:10:39,sell,1.00,eurjpy,157.916,2024-09-18 11:41:48,157.740,6281027
127019455,2024-09-18 11:42:07,sell,1.00,eurjpy,157.768,2024-09-18 12:04:25,157.724,6337648
127023188,2024-09-18 12:04:38,buy,1.00,xauusd,2568.22,2024-09-18 12:12:42,2570.31,6378176
127023951,2024-09-18 12:09:12,sell,1.00,eurjpy,157.693,2024-09-18 12:11:46,157.675,6386422
127024429,2024-09-18 12:13:22,sell,1.00,eurjpy,157.705,2024-09-18 12:43:57,157.816,6393908
127024451,2024-09-18 12:13:41,buy,1.00,xauusd,2569.50,2024-09-18 12:14:33,2569.77,6394484
127024651,2024-09-18 12:16:23,buy,1.00,xauusd,2570.02,2024-09-18 12:30:19,2569.04,6399341
127025002,2024-09-18 12:21:53,buy,1.00,eurjpy,157.690,2024-09-18 13:49:51,157.672,6409248
127025798,2024-09-18 12:33:16,buy,1.00,xauusd,2569.46,2024-09-18 12:44:19,2569.77,6429734
127026481,2024-09-18 12:45:08,buy,1.00,xauusd,2569.22,2024-09-18 13:01:52,2572.57,6451081
127026551,2024-09-18 12:46:35,sell,1.00,eurjpy,157.786,2024-09-18 12:51:55,157.728,6453706
127026989,2024-09-18 12:53:36,sell,1.00,usdjpy,141.671,2024-09-18 13:04:58,141.650,6466321
127027004,2024-09-18 12:54:07,sell,1.00,eurjpy,157.805,2024-09-18 13:04:58,157.768,6467275
127028056,2024-09-18 13:03:36,buy,1.00,xauusd,2572.98,2024-09-18 14:49:24,2579.50,6484326
127028129,2024-09-18 13:04:59,sell,1.00,usdjpy,141.674,2024-09-18 13:24:29,141.609,6486801
127028193,2024-09-18 13:06:04,sell,1.00,eurjpy,157.811,2024-09-18 14:57:41,157.812,6488786
127029318,2024-09-18 13:25:38,sell,1.00,usdjpy,141.580,2024-09-18 15:07:18,141.864,6524015
127031305,2024-09-18 13:51:55,buy,1.00,eurjpy,157.642,2024-09-18 13:52:10,157.639,6571284
127031366,2024-09-18 13:53:03,buy,1.00,eurjpy,157.609,2024-09-18 17:00:41,157.868,6573345
127031369,2024-09-18 13:53:08,buy,1.00,usdjpy,141.569,2024-09-18 15:29:27,141.904,6573481
127035862,2024-09-18 14:49:51,buy,1.00,xauusd,2579.00,2024-09-18 15:03:36,2578.73,6675596
127036482,2024-09-18 14:58:42,sell,1.00,eurjpy,157.781,2024-09-18 15:29:33,157.819,6691495
127037230,2024-09-18 15:03:52,buy,1.00,xauusd,2578.26,2024-09-18 15:09:13,2577.51,6700812
127037547,2024-09-18 15:07:36,sell,1.00,usdjpy,141.889,2024-09-18 17:24:24,141.810,6707505
127037915,2024-09-18 15:10:20,buy,1.00,xauusd,2577.94,2024-09-18 15:32:15,2574.54,6712474
127039883,2024-09-18 15:29:42,sell,1.00,eurjpy,157.845,2024-09-18 15:40:34,157.780,6747307
127039971,2024-09-18 15:30:00,buy,1.00,usdjpy,141.952,2024-09-18 17:49:06,141.907,6747855
127040598,2024-09-18 15:33:49,buy,1.00,xauusd,2574.05,2024-09-18 15:40:55,2575.76,6754706
127041487,2024-09-18 15:40:58,buy,1.00,xauusd,2575.26,2024-09-18 16:19:07,2577.61,6767610
127041565,2024-09-18 15:42:08,sell,1.00,eurjpy,157.809,2024-09-18 16:46:51,157.969,6769686
127043061,2024-09-18 15:58:26,sell,1.00,gbpusd,1.32161,2024-09-18 16:29:19,1.32478,6799052
127045840,2024-09-18 16:19:37,buy,1.00,xauusd,2577.07,2024-09-18 16:47:24,2574.80,6837146
127047019,2024-09-18 16:29:46,sell,1.00,gbpusd,1.32507,2024-09-18 18:30:48,1.32046,6855441
127052592,2024-09-18 16:47:25,buy,1.00,xauusd,2574.33,2024-09-18 16:51:36,2571.11,6887221
127052814,2024-09-18 16:48:11,sell,1.00,eurjpy,157.938,2024-09-18 18:02:12,157.833,6888580
127054003,2024-09-18 16:51:37,buy,1.00,xauusd,2570.61,2024-09-18 16:56:26,2569.68,6894739
127055348,2024-09-18 16:56:27,buy,1.00,xauusd,2569.20,2024-09-18 17:00:30,2571.41,6903452
127056736,2024-09-18 17:00:32,buy,1.00,xauusd,2570.62,2024-09-18 17:13:40,2571.93,6910828
127056820,2024-09-18 17:00:51,buy,1.00,eurjpy,157.839,2024-09-18 17:28:41,157.754,6911377
127060530,2024-09-18 17:14:06,buy,1.00,xauusd,2571.43,2024-09-18 18:33:14,2572.53,6935241
127064047,2024-09-18 17:26:26,sell,1.00,usdjpy,141.835,2024-09-18 17:33:10,141.906,6957439
127065350,2024-09-18 17:30:29,buy,1.00,eurjpy,157.784,2024-09-18 17:46:18,157.698,6964721
127066723,2024-09-18 17:34:09,sell,1.00,usdjpy,141.903,2024-09-18 18:09:41,141.941,6971302
127070360,2024-09-18 17:47:20,buy,1.00,eurjpy,157.730,2024-09-18 21:18:14,157.372,6995038
127070780,2024-09-18 17:49:59,buy,1.00,usdjpy,141.939,2024-09-18 18:06:01,141.944,6999814
127073636,2024-09-18 18:03:01,sell,1.00,eurjpy,157.857,2024-09-18 18:09:41,157.819,7023254
127074401,2024-09-18 18:06:46,buy,1.00,usdjpy,141.886,2024-09-18 18:14:15,141.981,7030005
127075117,2024-09-18 18:09:46,sell,1.00,eurjpy,157.849,2024-09-18 18:33:15,157.771,7035421
127075279,2024-09-18 18:10:22,sell,1.00,usdjpy,141.912,2024-09-18 18:33:15,141.925,7036501
127076189,2024-09-18 18:14:23,buy,1.00,usdjpy,141.960,2024-09-18 21:00:01,141.386,7043738
127080211,2024-09-18 18:33:16,buy,1.00,xauusd,2571.73,2024-09-18 18:44:17,2569.44,7077721
127080226,2024-09-18 18:33:18,sell,1.00,gbpusd,1.32016,2024-09-18 18:38:49,1.31958,7077794
127080437,2024-09-18 18:34:31,sell,1.00,usdjpy,141.915,2024-09-18 21:00:05,140.995,7079979
127080661,2024-09-18 18:35:15,sell,1.00,eurjpy,157.739,2024-09-18 18:40:45,157.786,7081299
127081444,2024-09-18 18:39:14,sell,1.00,gbpusd,1.31988,2024-09-18 21:00:01,1.32166,7088448
127082290,2024-09-18 18:43:23,sell,1.00,eurjpy,157.815,2024-09-18 21:23:09,157.299,7095933
127082461,2024-09-18 18:44:22,buy,1.00,xauusd,2568.92,2024-09-18 19:04:15,2569.76,7097702
127086697,2024-09-18 19:05:35,buy,1.00,xauusd,2569.27,2024-09-18 20:37:27,2573.01,7135895
127102628,2024-09-18 20:37:32,buy,1.00,xauusd,2572.55,2024-09-18 20:50:18,2568.87,7301417
127105080,2024-09-18 20:50:30,buy,1.00,xauusd,2567.59,2024-09-18 20:53:29,2569.17,7324747
127105696,2024-09-18 20:53:38,buy,1.00,xauusd,2568.68,2024-09-18 21:06:39,2587.68,7330388
127107204,2024-09-18 21:00:01,buy,1.00,usdjpy,141.405,2024-09-18 21:00:16,141.163,7341896
127107206,2024-09-18 21:00:01,buy,1.00,usdcad,1.35643,2024-09-18 21:00:27,1.35499,7341896
127107264,2024-09-18 21:00:02,sell,1.00,gbpusd,1.32479,2024-09-18 21:00:37,1.32701,7341900
127107316,2024-09-18 21:00:02,sell,1.00,eurusd,1.11488,2024-09-18 21:00:03,1.11544,7341909
127107347,2024-09-18 21:00:02,sell,1.00,audusd,0.67903,2024-09-18 21:00:14,0.68035,7341921
127107422,2024-09-18 21:00:03,sell,1.00,eurusd,1.11549,2024-09-18 21:00:07,1.11519,7341942
127107608,2024-09-18 21:00:05,sell,1.00,usdjpy,141.104,2024-09-18 21:00:12,141.298,7342015
127107722,2024-09-18 21:00:07,buy,1.00,eurusd,1.11520,2024-09-18 21:01:29,1.11689,7342058
127107727,2024-09-18 21:00:07,sell,1.00,usdcad,1.35601,2024-09-18 21:02:01,1.35641,7342078
127107853,2024-09-18 21:00:10,sell,1.00,eurusd,1.11596,2024-09-18 21:00:10,1.11589,7342144
127107919,2024-09-18 21:00:11,sell,1.00,eurusd,1.11610,2024-09-18 21:00:19,1.11643,7342171
127107995,2024-09-18 21:00:13,sell,1.00,usdjpy,141.307,2024-09-18 21:00:14,141.190,7342229
127108068,2024-09-18 21:00:15,sell,1.00,usdjpy,141.143,2024-09-18 21:00:22,141.017,7342314
127108123,2024-09-18 21:00:16,buy,1.00,usdjpy,141.143,2024-09-18 21:00:37,140.841,7342342
127108137,2024-09-18 21:00:17,sell,1.00,audusd,0.68069,2024-09-18 21:02:32,0.67913,7342347
127108313,2024-09-18 21:00:22,sell,1.00,usdjpy,141.023,2024-09-18 21:01:00,140.977,7342509
127108366,2024-09-18 21:00:24,sell,1.00,eurusd,1.11678,2024-09-18 21:00:35,1.11719,7342547
127108683,2024-09-18 21:00:33,buy,1.00,usdcad,1.35477,2024-09-18 21:00:39,1.35453,7342833
127108773,2024-09-18 21:00:37,buy,1.00,gbpusd,1.32699,2024-09-18 21:00:39,1.32734,7342952
127108791,2024-09-18 21:00:38,sell,1.00,gbpusd,1.32730,2024-09-18 21:01:09,1.32758,7342982
