Order,Time,Type,Size,Symbol,Price,End Time,End Price,frame_pos
126667114,2024-09-16 01:58:33,buy,1.00,usdjpy,140.702,2024-09-16 02:15:00,140.879,104045
126667358,2024-09-16 02:01:15,sell,1.00,usdjpy,140.756,2024-09-16 02:03:09,140.769,108906
126667435,2024-09-16 02:03:27,sell,1.00,usdjpy,140.792,2024-09-16 02:05:44,140.792,112881
126667527,2024-09-16 02:05:48,sell,1.00,usdjpy,140.817,2024-09-16 02:10:06,140.837,117126
126667555,2024-09-16 02:06:32,sell,1.00,eurjpy,156.114,2024-09-16 03:44:12,155.938,118445
126667713,2024-09-16 02:10:44,sell,1.00,usdjpy,140.862,2024-09-16 02:29:20,140.855,125976
126667978,2024-09-16 02:15:59,buy,1.00,usdjpy,140.846,2024-09-16 02:18:17,140.841,135452
126667979,2024-09-16 02:15:59,buy,1.00,eurjpy,156.142,2024-09-16 02:18:17,156.148,135452
126668160,2024-09-16 02:18:35,buy,1.00,usdjpy,140.822,2024-09-16 02:19:09,140.829,140107
126668182,2024-09-16 02:19:34,buy,1.00,eurjpy,156.118,2024-09-16 02:57:26,156.117,141876
126668273,2024-09-16 02:21:04,buy,1.00,usdjpy,140.804,2024-09-16 02:37:34,140.745,144594
126668558,2024-09-16 02:30:30,sell,1.00,usdjpy,140.841,2024-09-16 03:48:25,140.555,161572
126668919,2024-09-16 02:40:07,buy,1.00,usdjpy,140.773,2024-09-16 02:55:05,140.816,178864
126669492,2024-09-16 02:56:01,buy,1.00,usdjpy,140.795,2024-09-16 03:01:01,140.794,207490
126669589,2024-09-16 02:58:13,buy,1.00,eurjpy,156.151,2024-09-16 03:01:01,156.122,211465
126669759,2024-09-16 03:01:05,buy,1.00,usdjpy,140.769,2024-09-16 03:17:06,140.644,216608
126669781,2024-09-16 03:01:15,buy,1.00,eurjpy,156.075,2024-09-16 03:17:06,155.971,216907
126670700,2024-09-16 03:17:45,buy,1.00,usdjpy,140.621,2024-09-16 03:17:50,140.623,246617
126670711,2024-09-16 03:17:51,buy,1.00,usdjpy,140.598,2024-09-16 03:21:18,140.601,246785
126670781,2024-09-16 03:18:52,buy,1.00,eurjpy,155.923,2024-09-16 03:21:18,155.947,248619
126670883,2024-09-16 03:21:22,buy,1.00,usdjpy,140.576,2024-09-16 03:22:45,140.601,253118
126670960,2024-09-16 03:23:23,buy,1.00,usdjpy,140.577,2024-09-16 03:23:33,140.580,256760
126670962,2024-09-16 03:23:29,buy,1.00,eurjpy,155.917,2024-09-16 03:30:09,155.811,256926
126670967,2024-09-16 03:23:36,buy,1.00,usdjpy,140.555,2024-09-16 03:30:09,140.484,257154
126671375,2024-09-16 03:30:15,buy,1.00,eurjpy,155.782,2024-09-16 03:30:46,155.858,269102
126671376,2024-09-16 03:30:15,buy,1.00,usdjpy,140.454,2024-09-16 03:30:46,140.531,269133
126671423,2024-09-16 03:31:12,buy,1.00,eurjpy,155.890,2024-09-16 03:35:16,155.907,270798
126671490,2024-09-16 03:33:24,buy,1.00,usdjpy,140.565,2024-09-16 03:35:16,140.562,274776
126671584,2024-09-16 03:35:19,buy,1.00,eurjpy,155.877,2024-09-16 03:40:53,155.873,278216
126671596,2024-09-16 03:35:38,buy,1.00,usdjpy,140.537,2024-09-16 03:40:53,140.534,278795
126671770,2024-09-16 03:41:03,buy,1.00,eurjpy,155.845,2024-09-16 03:53:53,155.864,288545
126671771,2024-09-16 03:41:04,buy,1.00,usdjpy,140.506,2024-09-16 03:53:53,140.536,288573
126672023,2024-09-16 03:47:15,sell,1.00,eurjpy,155.908,2024-09-16 03:48:25,155.891,299703
126672081,2024-09-16 03:49:45,sell,1.00,usdjpy,140.527,2024-09-16 04:05:21,140.503,304206
126672124,2024-09-16 03:50:56,sell,1.00,eurjpy,155.861,2024-09-16 04:00:32,155.815,306337
126672217,2024-09-16 03:53:56,buy,1.00,eurjpy,155.834,2024-09-16 03:54:59,155.786,311764
126672219,2024-09-16 03:53:57,buy,1.00,usdjpy,140.511,2024-09-16 03:54:59,140.468,311801
126672290,2024-09-16 03:55:25,buy,1.00,eurjpy,155.758,2024-09-16 04:01:09,155.830,314423
126672297,2024-09-16 03:55:35,buy,1.00,usdjpy,140.441,2024-09-16 05:23:28,140.520,314707
126672546,2024-09-16 04:00:36,sell,1.00,eurjpy,155.843,2024-09-16 04:04:44,155.850,323733
126672699,2024-09-16 04:01:38,buy,1.00,eurjpy,155.808,2024-09-16 04:24:41,155.877,325631
126672871,2024-09-16 04:05:35,sell,1.00,usdjpy,140.528,2024-09-16 04:49:27,140.527,332702
126672974,2024-09-16 04:08:11,sell,1.00,eurjpy,155.878,2024-09-16 04:46:16,155.808,337414
126673650,2024-09-16 04:25:04,buy,1.00,eurjpy,155.847,2024-09-16 04:35:00,155.852,367786
126674174,2024-09-16 04:37:19,buy,1.00,eurjpy,155.800,2024-09-16 04:55:18,155.871,389831
126674654,2024-09-16 04:49:52,sell,1.00,eurjpy,155.845,2024-09-16 05:23:48,155.795,412403
126674745,2024-09-16 04:52:28,sell,1.00,usdjpy,140.562,2024-09-16 06:37:31,140.077,417099
126674914,2024-09-16 04:58:12,buy,1.00,eurjpy,155.812,2024-09-16 05:01:19,155.830,427423
126675171,2024-09-16 05:01:43,buy,1.00,eurjpy,155.803,2024-09-16 05:10:45,155.794,433755
126675758,2024-09-16 05:14:03,buy,1.00,eurjpy,155.818,2024-09-16 05:16:44,155.819,455953
126676524,2024-09-16 05:23:31,buy,1.00,eurjpy,155.789,2024-09-16 05:28:33,155.797,472983
126676633,2024-09-16 05:26:08,sell,1.00,eurjpy,155.775,2024-09-16 05:45:24,155.814,477679
126676836,2024-09-16 05:33:29,buy,1.00,usdjpy,140.527,2024-09-16 05:37:18,140.517,490900
126676851,2024-09-16 05:34:23,buy,1.00,eurjpy,155.831,2024-09-16 06:03:50,155.827,492545
126677021,2024-09-16 05:40:57,buy,1.00,usdjpy,140.545,2024-09-16 06:03:50,140.533,504383
126677251,2024-09-16 05:48:07,sell,1.00,eurjpy,155.843,2024-09-16 06:26:36,155.665,517264
126679006,2024-09-16 06:13:51,buy,1.00,eurjpy,155.847,2024-09-16 06:23:47,155.868,563581
126679007,2024-09-16 06:13:51,buy,1.00,usdjpy,140.526,2024-09-16 06:23:47,140.504,563605
126679363,2024-09-16 06:19:53,sell,1.00,xauusd,2585.25,2024-09-16 10:05:22,2583.49,574455
126679566,2024-09-16 06:23:48,buy,1.00,eurjpy,155.838,2024-09-16 06:26:36,155.728,581494
126679638,2024-09-16 06:24:26,buy,1.00,usdjpy,140.387,2024-09-16 06:26:36,140.339,582638
126679844,2024-09-16 06:26:36,buy,1.00,eurjpy,155.665,2024-09-16 06:29:20,155.633,586546
126679856,2024-09-16 06:26:37,buy,1.00,usdjpy,140.302,2024-09-16 06:29:20,140.253,586563
126679930,2024-09-16 06:27:09,sell,1.00,eurjpy,155.635,2024-09-16 06:44:55,155.536,587526
126680108,2024-09-16 06:29:24,buy,1.00,eurjpy,155.586,2024-09-16 06:37:05,155.547,591581
126680109,2024-09-16 06:29:24,buy,1.00,usdjpy,140.191,2024-09-16 06:32:42,140.154,591581
126680667,2024-09-16 06:33:16,buy,1.00,usdjpy,140.184,2024-09-16 06:36:00,140.175,598517
126680833,2024-09-16 06:36:03,buy,1.00,usdjpy,140.156,2024-09-16 06:37:05,140.137,603535
126680877,2024-09-16 06:37:08,buy,1.00,eurjpy,155.515,2024-09-16 06:37:48,155.511,605472
126680878,2024-09-16 06:37:08,buy,1.00,usdjpy,140.112,2024-09-16 06:37:48,140.114,605497
126680927,2024-09-16 06:37:46,sell,1.00,usdjpy,140.113,2024-09-16 06:38:20,140.147,606643
126680933,2024-09-16 06:37:48,buy,1.00,usdjpy,140.093,2024-09-16 06:41:28,140.154,606705
126680944,2024-09-16 06:38:00,buy,1.00,eurjpy,155.542,2024-09-16 06:40:55,155.552,607062
126680957,2024-09-16 06:38:23,sell,1.00,usdjpy,140.173,2024-09-16 06:44:55,140.122,607756
126681328,2024-09-16 06:41:25,buy,1.00,eurjpy,155.568,2024-09-16 06:41:28,155.561,613196
126681427,2024-09-16 06:42:04,buy,1.00,usdjpy,140.116,2024-09-16 06:42:54,140.160,614375
126681437,2024-09-16 06:42:10,buy,1.00,eurjpy,155.527,2024-09-16 06:42:54,155.571,614552
126681528,2024-09-16 06:44:42,buy,1.00,eurjpy,155.541,2024-09-16 06:47:20,155.564,619093
126681532,2024-09-16 06:44:48,buy,1.00,usdjpy,140.123,2024-09-16 06:47:20,140.122,619295
126681546,2024-09-16 06:45:00,sell,1.00,eurjpy,155.566,2024-09-16 07:06:30,155.484,619652
126681677,2024-09-16 06:45:10,sell,1.00,usdjpy,140.141,2024-09-16 06:58:07,140.076,619952
126681815,2024-09-16 06:48:32,buy,1.00,usdjpy,140.097,2024-09-16 06:57:24,140.119,626034
126681848,2024-09-16 06:48:47,buy,1.00,eurjpy,155.516,2024-09-16 06:57:24,155.585,626474
126682140,2024-09-16 06:57:26,buy,1.00,usdjpy,140.095,2024-09-16 07:06:31,140.104,642049
126682168,2024-09-16 06:58:07,buy,1.00,eurjpy,155.571,2024-09-16 07:01:37,155.600,643279
126682184,2024-09-16 06:58:28,sell,1.00,usdjpy,140.101,2024-09-16 07:04:30,140.068,643869
126682824,2024-09-16 07:02:53,buy,1.00,eurjpy,155.566,2024-09-16 07:05:11,155.507,651855
126682940,2024-09-16 07:05:14,sell,1.00,usdjpy,140.022,2024-09-16 07:06:30,140.053,656075
126682970,2024-09-16 07:05:39,buy,1.00,eurjpy,155.477,2024-09-16 07:06:32,155.532,656826
126683005,2024-09-16 07:06:31,sell,1.00,eurjpy,155.558,2024-09-16 07:16:05,155.532,658376
126683013,2024-09-16 07:06:31,sell,1.00,usdjpy,140.104,2024-09-16 07:16:05,140.062,658393
126683026,2024-09-16 07:06:34,buy,1.00,usdjpy,140.037,2024-09-16 08:01:47,140.133,658486
126683027,2024-09-16 07:06:34,buy,1.00,eurjpy,155.485,2024-09-16 07:32:29,155.582,658502
126683460,2024-09-16 07:16:06,sell,1.00,usdjpy,140.086,2024-09-16 07:18:28,140.077,675626
126683461,2024-09-16 07:16:06,sell,1.00,eurjpy,155.560,2024-09-16 07:18:51,155.545,675626
126683525,2024-09-16 07:18:51,sell,1.00,usdjpy,140.102,2024-09-16 07:40:13,140.268,680594
126683527,2024-09-16 07:18:58,sell,1.00,eurjpy,155.574,2024-09-16 07:22:13,155.563,680795
126683533,2024-09-16 07:19:07,buy,1.00,xauusd,2586.35,2024-09-16 09:20:37,2589.00,681069
126683659,2024-09-16 07:22:48,sell,1.00,eurjpy,155.593,2024-09-16 07:23:20,155.574,687700
126683672,2024-09-16 07:23:43,sell,1.00,eurjpy,155.604,2024-09-16 07:38:00,155.634,689355
126684232,2024-09-16 07:36:01,buy,1.00,eurjpy,155.612,2024-09-16 08:21:40,155.559,711483
126684348,2024-09-16 07:39:54,sell,1.00,eurjpy,155.675,2024-09-16 07:40:13,155.675,718486
126684373,2024-09-16 07:40:13,sell,1.00,usdjpy,140.289,2024-09-16 08:14:09,140.267,719060
126684490,2024-09-16 07:43:37,sell,1.00,eurjpy,155.645,2024-09-16 07:50:26,155.565,725173
126684957,2024-09-16 07:50:39,sell,1.00,eurjpy,155.598,2024-09-16 07:58:14,155.591,737826
126685381,2024-09-16 08:00:47,sell,1.00,eurjpy,155.564,2024-09-16 08:09:18,155.582,756048
126685457,2024-09-16 08:02:14,buy,1.00,usdjpy,140.162,2024-09-16 09:06:15,140.097,758665
126685769,2024-09-16 08:09:32,sell,1.00,eurjpy,155.612,2024-09-16 08:14:09,155.651,771793
126686038,2024-09-16 08:19:43,sell,1.00,usdjpy,140.237,2024-09-16 09:10:01,140.157,790150
126686039,2024-09-16 08:19:43,sell,1.00,eurjpy,155.617,2024-09-16 08:30:37,155.515,790150
126686167,2024-09-16 08:22:36,buy,1.00,eurjpy,155.529,2024-09-16 08:45:01,155.537,795317
126686660,2024-09-16 08:33:36,sell,1.00,eurjpy,155.573,2024-09-16 08:35:18,155.538,815135
126686904,2024-09-16 08:37:49,sell,1.00,eurjpy,155.508,2024-09-16 09:03:16,155.549,822725
126687299,2024-09-16 08:46:52,buy,1.00,eurjpy,155.567,2024-09-16 08:47:03,155.558,839013
126687326,2024-09-16 08:48:00,buy,1.00,eurjpy,155.529,2024-09-16 08:54:27,155.502,841046
126687736,2024-09-16 08:56:02,buy,1.00,eurjpy,155.478,2024-09-16 09:06:15,155.508,855514
126688225,2024-09-16 09:05:12,sell,1.00,eurjpy,155.518,2024-09-16 09:09:42,155.525,872000
126688267,2024-09-16 09:06:16,buy,1.00,eurjpy,155.478,2024-09-16 09:07:47,155.514,873926
126688275,2024-09-16 09:06:21,buy,1.00,usdjpy,140.082,2024-09-16 09:07:47,140.097,874083
126688329,2024-09-16 09:07:48,buy,1.00,eurjpy,155.484,2024-09-16 09:17:12,155.590,876677
126688331,2024-09-16 09:07:50,buy,1.00,usdjpy,140.073,2024-09-16 09:08:20,140.050,876752
126688406,2024-09-16 09:09:07,buy,1.00,usdjpy,140.062,2024-09-16 09:17:23,140.145,879061
126688473,2024-09-16 09:09:49,sell,1.00,eurjpy,155.555,2024-09-16 09:10:01,155.563,880326
126688498,2024-09-16 09:10:02,sell,1.00,usdjpy,140.182,2024-09-16 09:23:58,140.098,880725
126688509,2024-09-16 09:10:06,sell,1.00,eurjpy,155.593,2024-09-16 09:12:30,155.588,880834
126688644,2024-09-16 09:13:00,sell,1.00,eurjpy,155.553,2024-09-16 09:28:13,155.578,886063
126689056,2024-09-16 09:17:32,buy,1.00,eurjpy,155.566,2024-09-16 09:18:13,155.503,894219
126689064,2024-09-16 09:17:40,buy,1.00,usdjpy,140.121,2024-09-16 09:18:13,140.097,894452
126689095,2024-09-16 09:18:14,buy,1.00,usdjpy,140.075,2024-09-16 09:27:51,140.145,895464
126689154,2024-09-16 09:18:58,buy,1.00,eurjpy,155.534,2024-09-16 09:22:18,155.560,896774
126689351,2024-09-16 09:21:15,buy,1.00,xauusd,2588.40,2024-09-16 10:00:00,2585.49,900917
126689454,2024-09-16 09:24:02,sell,1.00,usdjpy,140.121,2024-09-16 10:07:20,139.889,905914
126689456,2024-09-16 09:24:04,buy,1.00,eurjpy,155.591,2024-09-16 09:27:51,155.588,905971
126689616,2024-09-16 09:27:53,buy,1.00,eurjpy,155.559,2024-09-16 09:32:57,155.601,912856
126689623,2024-09-16 09:27:56,buy,1.00,usdjpy,140.120,2024-09-16 09:35:30,140.052,912933
126689669,2024-09-16 09:29:07,sell,1.00,eurjpy,155.608,2024-09-16 10:00:02,155.426,915058
126689891,2024-09-16 09:33:04,buy,1.00,eurjpy,155.571,2024-09-16 09:35:30,155.549,922176
126690160,2024-09-16 09:36:05,buy,1.00,usdjpy,140.065,2024-09-16 09:40:48,139.995,927596
126690230,2024-09-16 09:37:21,buy,1.00,eurjpy,155.579,2024-09-16 09:43:02,155.415,929891
126690309,2024-09-16 09:38:29,sell,1.00,gbpusd,1.31634,2024-09-16 11:48:51,1.31823,931910
126690434,2024-09-16 09:40:49,buy,1.00,usdjpy,139.978,2024-09-16 09:43:02,139.930,936111
126690592,2024-09-16 09:43:03,buy,1.00,eurjpy,155.354,2024-09-16 09:47:03,155.383,940138
126690593,2024-09-16 09:43:03,buy,1.00,usdjpy,139.876,2024-09-16 09:49:02,139.757,940156
126691037,2024-09-16 09:47:04,buy,1.00,eurjpy,155.357,2024-09-16 09:47:46,155.399,947373
126691147,2024-09-16 09:48:01,buy,1.00,eurjpy,155.363,2024-09-16 09:49:02,155.288,949056
126691287,2024-09-16 09:49:04,buy,1.00,usdjpy,139.732,2024-09-16 09:53:00,139.806,950975
126691298,2024-09-16 09:49:08,buy,1.00,eurjpy,155.294,2024-09-16 09:53:00,155.375,951064
126691712,2024-09-16 09:53:02,buy,1.00,usdjpy,139.782,2024-09-16 09:53:20,139.795,958111
126691713,2024-09-16 09:53:03,buy,1.00,eurjpy,155.349,2024-09-16 09:57:10,155.410,958138
126691761,2024-09-16 09:53:44,buy,1.00,usdjpy,139.770,2024-09-16 09:57:10,139.841,959360
126692142,2024-09-16 09:57:33,buy,1.00,usdjpy,139.816,2024-09-16 10:12:14,139.890,966252
126692146,2024-09-16 09:57:35,buy,1.00,eurjpy,155.381,2024-09-16 10:03:42,155.436,966302
126692484,2024-09-16 10:00:01,buy,1.00,xauusd,2584.85,2024-09-16 10:17:41,2582.25,970668
126692732,2024-09-16 10:00:12,sell,1.00,eurjpy,155.396,2024-09-16 10:17:30,155.371,971019
126693088,2024-09-16 10:04:24,buy,1.00,eurjpy,155.466,2024-09-16 10:07:15,155.468,978549
126693342,2024-09-16 10:07:00,sell,1.00,xauusd,2584.16,2024-09-16 10:16:24,2581.82,983252
126693394,2024-09-16 10:07:30,sell,1.00,usdjpy,139.909,2024-09-16 10:56:30,139.907,984126
126693410,2024-09-16 10:07:51,buy,1.00,eurjpy,155.442,2024-09-16 10:13:25,155.417,984783
126693892,2024-09-16 10:12:16,buy,1.00,usdjpy,139.865,2024-09-16 10:15:44,139.859,992733
126694129,2024-09-16 10:14:41,buy,1.00,eurjpy,155.447,2024-09-16 10:14:43,155.441,997083
126694298,2024-09-16 10:15:20,buy,1.00,eurjpy,155.396,2024-09-16 10:15:44,155.406,998241
126694325,2024-09-16 10:15:56,buy,1.00,eurjpy,155.378,2024-09-16 10:19:08,155.329,999317
126694339,2024-09-16 10:16:02,buy,1.00,usdjpy,139.823,2024-09-16 10:23:30,139.772,999483
126694455,2024-09-16 10:17:28,sell,1.00,xauusd,2582.31,2024-09-16 10:44:25,2582.99,1002088
126694465,2024-09-16 10:17:41,buy,1.00,xauusd,2581.82,2024-09-16 10:25:38,2583.13,1002487
126694536,2024-09-16 10:18:18,sell,1.00,eurjpy,155.340,2024-09-16 10:56:30,155.486,1003595
126694620,2024-09-16 10:19:11,buy,1.00,eurjpy,155.295,2024-09-16 10:22:51,155.307,1005183
126695120,2024-09-16 10:23:33,buy,1.00,eurjpy,155.277,2024-09-16 10:26:01,155.173,1013032
126695126,2024-09-16 10:23:38,buy,1.00,usdjpy,139.748,2024-09-16 10:30:02,139.708,1013195
126695467,2024-09-16 10:25:56,buy,1.00,xauusd,2582.25,2024-09-16 10:47:10,2584.26,1017317
126695540,2024-09-16 10:26:08,buy,1.00,eurjpy,155.205,2024-09-16 10:30:02,155.241,1017664
126696001,2024-09-16 10:30:02,buy,1.00,usdjpy,139.683,2024-09-16 12:07:36,139.863,1024723
126696032,2024-09-16 10:30:08,buy,1.00,eurjpy,155.2117,2024-09-16 10:32:07,155.195,1024895
126696367,2024-09-16 10:32:52,buy,1.00,eurjpy,155.215,2024-09-16 10:35:39,155.273,1029814
126696639,2024-09-16 10:36:01,buy,1.00,eurjpy,155.240,2024-09-16 10:37:52,155.219,1035465
126697024,2024-09-16 10:38:56,buy,1.00,eurjpy,155.249,2024-09-16 10:39:32,155.270,1040748
126697077,2024-09-16 10:39:42,buy,1.00,eurjpy,155.242,2024-09-16 10:41:06,155.335,1042108
126697329,2024-09-16 10:43:01,buy,1.00,eurjpy,155.280,2024-09-16 11:14:16,155.446,1048083
126697486,2024-09-16 10:44:39,sell,1.00,xauusd,2583.47,2024-09-16 12:19:36,2586.61,1051026
126698005,2024-09-16 10:47:17,buy,1.00,xauusd,2583.64,2024-09-16 10:49:49,2583.97,1055749
126698276,2024-09-16 10:49:58,buy,1.00,xauusd,2583.45,2024-09-16 10:54:33,2582.46,1060595
126698963,2024-09-16 10:55:08,buy,1.00,xauusd,2582.51,2024-09-16 12:06:01,2587.27,1069895
126699183,2024-09-16 10:56:31,sell,1.00,usdjpy,139.932,2024-09-16 12:20:22,139.963,1072353
126700036,2024-09-16 11:01:29,sell,1.00,eurjpy,155.456,2024-09-16 11:10:58,155.426,1081295
126701161,2024-09-16 11:13:55,sell,1.00,eurjpy,155.455,2024-09-16 12:16:30,155.683,1103685
126701379,2024-09-16 11:15:19,buy,1.00,eurjpy,155.416,2024-09-16 11:16:17,155.402,1106226
126702156,2024-09-16 11:20:00,buy,1.00,eurjpy,155.433,2024-09-16 11:29:04,155.514,1114652
126703486,2024-09-16 11:29:23,buy,1.00,eurjpy,155.485,2024-09-16 11:30:01,155.482,1131529
126704059,2024-09-16 11:31:11,buy,1.00,eurjpy,155.518,2024-09-16 12:26:02,155.721,1134761
126706229,2024-09-16 11:48:52,sell,1.00,audusd,0.67400,2024-09-16 11:48:53,0.67384,1166603
126706370,2024-09-16 11:49:07,sell,1.00,gbpusd,1.31874,2024-09-16 16:17:52,1.32067,1167069
126706374,2024-09-16 11:49:08,sell,1.00,audusd,0.67443,2024-09-17 15:30:38,0.67591,1167080
126708469,2024-09-16 12:06:09,buy,1.00,xauusd,2586.78,2024-09-16 12:30:34,2588.03,1197726
126708657,2024-09-16 12:08:12,buy,1.00,usdjpy,139.838,2024-09-16 12:21:08,139.991,1201413
126709263,2024-09-16 12:16:38,sell,1.00,eurjpy,155.713,2024-09-16 14:20:19,155.763,1216595
126709703,2024-09-16 12:21:03,sell,1.00,usdjpy,139.988,2024-09-16 12:31:31,139.953,1224549
126709708,2024-09-16 12:21:09,buy,1.00,usdjpy,139.969,2024-09-16 12:26:02,139.932,1224720
126709854,2024-09-16 12:24:42,sell,1.00,xauusd,2587.06,2024-09-16 13:56:25,2578.56,1231128
126709940,2024-09-16 12:26:03,buy,1.00,usdjpy,139.915,2024-09-16 13:09:31,140.152,1233533
126710586,2024-09-16 12:31:27,buy,1.00,xauusd,2587.14,2024-09-16 12:33:49,2586.69,1243278
126710595,2024-09-16 12:31:31,buy,1.00,eurjpy,155.757,2024-09-16 13:09:31,155.892,1243398
126710603,2024-09-16 12:31:33,sell,1.00,usdjpy,139.977,2024-09-16 12:34:49,140.008,1243435
126710718,2024-09-16 12:34:12,buy,1.00,xauusd,2586.21,2024-09-16 12:40:16,2586.25,1248203
126710886,2024-09-16 12:35:25,sell,1.00,usdjpy,140.055,2024-09-16 13:54:07,140.157,1250402
126711362,2024-09-16 12:41:08,buy,1.00,xauusd,2585.76,2024-09-16 13:20:09,2585.16,1260700
126713492,2024-09-16 13:10:12,buy,1.00,usdjpy,140.166,2024-09-16 14:27:32,140.115,1313018
126713493,2024-09-16 13:10:12,buy,1.00,eurjpy,155.923,2024-09-16 14:27:32,155.804,1313021
126714236,2024-09-16 13:20:42,buy,1.00,xauusd,2584.55,2024-09-16 13:30:36,2581.43,1331882
126715165,2024-09-16 13:31:22,buy,1.00,xauusd,2581.84,2024-09-16 13:52:13,2577.10,1351114
126717563,2024-09-16 13:53:19,buy,1.00,xauusd,2576.56,2024-09-16 13:53:25,2575.96,1390589
126717592,2024-09-16 13:53:25,buy,1.00,xauusd,2575.55,2024-09-16 14:03:06,2580.96,1390803
126717757,2024-09-16 13:54:27,sell,1.00,usdjpy,140.182,2024-09-16 14:42:26,140.015,1392633
126718049,2024-09-16 13:59:07,sell,1.00,xauusd,2579.36,2024-09-16 14:56:36,2582.48,1401038
126718648,2024-09-16 14:03:43,buy,1.00,xauusd,2580.27,2024-09-16 14:04:00,2580.07,1409344
126718706,2024-09-16 14:04:20,buy,1.00,xauusd,2580.59,2024-09-16 14:06:29,2581.35,1410462
126719240,2024-09-16 14:12:05,buy,1.00,xauusd,2580.85,2024-09-16 14:12:32,2581.04,1424373
126719488,2024-09-16 14:16:29,buy,1.00,xauusd,2580.56,2024-09-16 14:17:24,2580.69,1432293
126719564,2024-09-16 14:17:35,buy,1.00,xauusd,2580.22,2024-09-16 14:19:06,2580.37,1434285
126719681,2024-09-16 14:19:26,buy,1.00,xauusd,2580.78,2024-09-16 14:20:39,2580.97,1437602
126719750,2024-09-16 14:20:41,sell,1.00,eurjpy,155.792,2024-09-16 14:34:18,155.790,1439872
126719774,2024-09-16 14:21:26,buy,1.00,xauusd,2581.45,2024-09-16 14:22:02,2581.19,1441222
126719844,2024-09-16 14:23:01,buy,1.00,xauusd,2581.59,2024-09-16 14:23:17,2581.43,1444083
126720020,2024-09-16 14:27:47,buy,1.00,eurjpy,155.774,2024-09-16 15:31:36,155.681,1452643
